ID_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_REGION
20,20041,"Heroica Villa Tezoatlon de Segura y Luna, Cuna de la Independencia de Oaxaca",NW
20,20178,San Juan Bautista Atatlahuca,C
20,20207,San Juan Lachao,S
20,20240,San Marcial Ozolotepec,S
20,20217,San Juan Quiahije,SW
20,20407,Santa MarQa Colotepec,S
20,20418,Santa MarQa Ixcatlpn,N
20,20221,San Juan Tamazola,C
20,20279,San Miguel Quetzaltepec,C
20,20227,San Juan Yatzona,C
20,20052,Magdalena Jaltepec,C
20,20006,Asunci,E
20,20010,Ayoquezco de Aldama,C
20,20444,Santa Mar a Xadani,E
20,20090,San Andrrs Cabecera Nueva,SW
20,20099,San Andrrs Solaga,C
20,20417,Santa Marsa Ipalapa,SW
20,20331,San Pedro Teozacoalco,C
20,20046,La Compao a,C
20,20126,San Blas Atempa,E
20,20121,San Bartolomm Loxicha,S
20,20389,Santa Cruz Xoxocotlhn,C
20,20268,San Miguel Chimalapa,E
20,20239,San Luis Amatlmn,S
20,20416,Santa MarAa Huazolotitlvn,SW
20,20538,Soledad Etla,C
20,20397,Santa Lucta Monteverde,SW
20,20136,San Felipe Jalapa de D,N
20,20413,Santa Marea Guelacd,C
20,20005,Asunci,NW
20,20065,Mesones Hidalgo,SW
20,20235,San Lucas Camotlen,C
20,20474,Santiago Lalopa,C
20,20387,Santa Cruz Tayata,NW
20,20388,Santa Cruz Xitla,S
20,20152,San Francisco Telixtlahuaca,C
20,20204,San Juan Ihualtepec,NW
20,20445,Santa MarIa Yalina,C
20,20094,San Andrrs Ixtlahuaca,C
20,20181,San Juan Bautista Guelache,C
20,20372,Santa Catarina Quiane,C
20,20146,San Francisco Jaltepetongo,NW
20,20426,Santa Maria Nduayaco,NW
20,20539,Tamazulapam del Esporitu Santo,C
20,20492,Santiago Tetepec,SW
20,20486,Santiago Pinotepa Nacional,SW
20,20472,Santiago Juxtlahuaca,NW
20,20532,Santos Reyes Nopala,S
20,20022,Concepcien Buenavista,NW
20,20064,Mazatl,N
20,20326,San Pedro Pochutla,S
20,20498,Santiago Xanica,S
20,20256,San Mateo Rno Hondo,S
20,20074,OcotlAn de Morelos,C
20,20470,Santiago Jamiltepec,SW
20,20161,San Jeronimo Coatlcn,S
20,20025,Cosolapa,N
20,20487,Santiago Suchilquitongo,C
20,20069,Natividad,C
20,20198,San Juan del Estado,C
20,20534,Santos Reyes Tepejillo,NW
20,20203,San Juan Guichicovi,E
20,20536,Silacayo pam,NW
20,20548,Tlacolula de Matamoros,C
20,20063,Mat,E
20,20117,San Bartolo Coyotepec,C
20,20415,Santa Marla Huatulco,S
20,20570,Zimatl,C
20,20210,San Juan Lalana,N
20,20045,IxtlCn de Juarez,C
20,20050,Loma Bonita,N
20,20558,Villa de Tututepec de Melchor Ocampo,SW
20,20071,Nejapa de Madero,S
20,20395,Santa Luc a del Camino,C
20,20329,San Pedro Tapanatepec,E
20,20473,Santiago Lachiguiri,E
20,20038,Heroica Ciudad de Huajuapan de Lemn,NW
20,20036,Guevea de Humboldt,E
20,20215,San Juan Ozolotepec,S
20,20185,San Juan Bautista Tlachichilco,NW
20,20007,Asunci,C
20,20024,Constancia del Rosario,SW
20,20350,San Sebastidn Tutla,C
20,20456,Santiago Astata,S
20,20462,Santiago Choapam,N
20,20077,Putla Villa de Guerrero,SW
20,20517,Santo Domingo Tehuantepec,E
20,20443,Santa Maria Totolapilla,E
20,20506,Santiago Zoochila,C
20,20341,San Pedro Yucunama,NW
20,20557,Villa de Tamazulmpam del Progreso,NW
20,20359,Santa Ana del Valle,C
20,20523,Santo Domingo Tonaltepec,NW
20,20072,Nuevo Zoquigpam,C
20,20248,San Martqn Toxpalan,N
20,20354,San Vicente Lachixno,S
20,20153,San Francisco Teopan,NW
20,20537,Sitio de Xitlapehua,S
20,20549,Tlacotepec Plumas,NW
20,20154,San Francisco Tlapancingo,NW
20,20304,San Pedro Atoyac,SW
20,20471,Santiago Jocotepec,N
20,20056,Magdalena Teitipac,C
20,20374,Santa Catarina Tayata,NW
20,20049,La Trinidad Vista Hermosa,NW
20,20113,San Antonio Tepetlapa,SW
20,20171,San Joso del Progreso,C
20,20367,Santa Catarina Juquila,SW
20,20560,Villa Daaz Ordaz,C
20,20545,Teotitlan del Valle,C
20,20034,Guadalupe Etla,C
20,20141,San Francisco Chapulapa,N
20,20315,San Pedro Jocotipac,N
20,20208,San Juan Lachigalla,C
20,20089,San AgustLn Yatareni,C
20,20264,San Miguel Alotpam,C
20,20431,Santa Marla Quiegolani,S
20,20225,San Juan Teposcolula,NW
20,20289,San Miguel Tulancingo,NW
20,20021,Coicoy,NW
21,21126,San Jervnimo Tecuanipan,C
21,21154,Tecamachalco,C
21,21189,Tochtepec,C
21,21035,Coxcatlen,C
21,21191,Tulcingo,C
21,21117,Rafael Lara Grajales,C
21,21102,Nealtican,C
21,21173,Teteles de Avila Castillo,C
21,21120,San Antonio Calada,C
21,21119,San Andrns Cholula,C
21,21137,San Nicolss Buenos Aires,C
21,21109,Pahuatlon,C
21,21207,Zacapoaxtla,C
21,21062,Epatlon,C
21,21185,Tlapanalt,C
21,21082,Ixcaquixtla,C
21,21083,Ixtacamaxtitlun,C
21,21132,San Martxn Texmelucan,C
21,21215,Zongozotla,C
21,21026,Calpan,C
21,21205,Yehualtepec,C
21,21200,Xochiapulco,C
21,21176,Tilapa,C
21,21060,Domingo Arenas,C
21,21118,Los Reyes de Juerez,C
21,21167,Tepetzintla,C
21,21203,Xochitlnn Todos Santos,C
21,21017,Atempan,C
21,21054,Chignautla,C
21,21177,Tlacotepec de Benito Jusrez,C
21,21163,Tepatlaxco de Hidalgo,C
21,21048,Chiautzingo,C
21,21124,San Gabriel Chilac,C
21,21079,Huitziltepec,C
21,21001,Acajete PUEBLA,C
21,21065,General Felipe lngeles,C
21,21139,San Pablo Anicano,C
21,21068,Hermenegildo Galeana,C
21,21006,Ahuacatlin,C
21,21140,San Pedro Cholula,C
21,21108,Oriental,C
21,21161,Tepanco de Lopez,C
21,21008,Ahuazotepec,C
21,21075,Hueyapan,C
21,21142,San Salvador el Seco,C
21,21131,San Juan Atzompa,C
21,21088,Jonotla,C
21,21204,Yaonthuac,C
21,21194,Venustiano Carranza PUEBLA,C
21,21022,AtzitzihuacCn,C
21,21197,Xicotepec,C
21,21031,Coatzingo,C
21,21070,Huatlatlauca,C
21,21180,Tlahuapan,C
21,21066,Guadalupe,C
21,21111,Pantepec PUEBLA,C
21,21201,Xochiltepec,C
21,21087,Jolalpan,C
21,21105,Ocotepec PUEBLA,C
21,21125,San Gregorio Atzompa,C
21,21115,Quecholac,C
21,21074,Huejotzingo,C
21,21046,Chapulco,C
21,21164,Tepeaca,C
21,21024,Axutla,C
21,21089,Jopala,C
21,21210,Zapotitl,C
21,21036,Coyomeapan,C
21,21112,Petlalcingo,C
21,21153,Tecali de Herrera,C
21,21150,Huehuetlen el Grande,C
21,21093,Lafragua,C
21,21044,Cuyoaco,C
21,21202,Xochitl,C
21,21209,Zapotitlnn,C
21,21181,Tlaltenango,C
21,21040,Cuautinchgn,C
21,21032,Cohetzala,C
21,21157,Tehuitzingo,C
21,21097,Mixtla,C
21,21208,Zacatl,C
21,21016,Aquixtla,C
21,21113,Piaxtla,C
21,21195,Vicente Guerrero,C
21,21127,San Jer nimo XayacatlSn,C
21,21019,Atlixco,C
21,21190,Totoltepec de Guerrero,C
21,21004,Acatzingo,C
21,21064,Francisco Z. Mena,C
21,21071,Huauchinango,C
21,21050,Chichiquila,C
21,21198,Xicotlqn,C
21,21043,Cuetzalan del Progreso,C
21,21183,Tlaola,C
21,21015,Amozoc,C
21,21081,Ixcamilpa de Guerrero,C
21,21155,Tecomatlan,C
21,21196,Xayacatlan de Bravo,C
21,21199,Xiutetelco,C
21,21141,San Pedro Yeloixtlahuaca,C
21,21107,Olintla,C
21,21138,San Nicol s de los Ranchos,C
21,21086,Jalpan,C
21,21067,Guadalupe Victoria,C
21,21023,Atzitzintla,C
21,21165,Tepemaxalco,C
21,21172,Tetela de Ocampo,C
21,21053,Chignahuapan,C
21,21169,Tepexi de Rodrpguez,C
21,21168,Tepexco,C
21,21099,Ca9ada Morelos,C
21,21188,Tochimilco,C
21,21129,San Josl Miahuatlen,C
21,21106,Ocoyucan,C
21,21047,Chiautla PUEBLA,C
21,21094,Libres,C
21,21213,Zihuateutla,C
21,21007,Ahuatlen,C
21,21121,San Diego la Mesa Tochimiltzingo,C
21,21058,Chilchotla,C
21,21216,Zoquiapan,C
21,21110,Palmar de Bravo,C
21,21149,Santiago Miahuatl n,C
21,21085,Iz5car de Matamoros,C
21,21186,Tlatlauquitepec,C
21,21192,Tuzamapan de Galeana,C
21,21100,Naupan,C
21,21005,Acteopan,C
21,21045,Chalchicomula de Sesma,C
21,21056,Chila de la Sal,C
21,21206,Zacapala,C
21,21214,Zinacatepec,C
21,21211,Zaragoza PUEBLA,C
21,21184,Tlapacoya,C
21,21027,Caltepec,C
21,21166,Tepeojuma,C
21,21159,Teopantlan,C
21,21193,Tzicatlacoyan,C
21,21114,Puebla,C
21,21090,Juan C. Bonilla,C
21,21034,Coronango,C
21,21012,Aljojuca,C
21,21135,San Miguel Ixitl n,C
21,21160,Teotlalco,C
21,21152,Soltepec,C
21,21025,Ayotoxco de Guerrero,C
21,21122,San Felipe Teotlalcingo,C
21,21029,Caxhuacan,C
21,21179,Tlachichuca,C
21,21144,San Salvador Huixcolotla,C
21,21178,Tlacuilotepec,C
21,21143,San Salvador el Verde,C
21,21076,Hueytamalco,C
21,21128,San Josa Chiapa,C
21,21021,Atzala,C
21,21028,Camocuautla,C
21,21092,Juan N. Mlndez,C
21,21151,Santo Tomls Hueyotlipan,C
21,21212,Zautla,C
21,21095,La Magdalena Tlatlauquitepec,C
21,21002,Acateno,C
21,21010,Ajalpan,C
21,21018,Atexcal,C
21,21147,Santa Inls Ahuatempan,C
21,21217,Zoquitlnn,C
21,21170,Tepeyahualco,C
21,21171,Tepeyahualco de Cuauhtimoc,C
21,21136,San Miguel Xoxtla,C
21,21098,Molcaxac,C
21,21091,Juan Galindo,C
21,21069,Huaquechula,C
21,21158,Tenampulco,C
21,21174,Teziutlln,C
21,21038,Cuapiaxtla de Madero,C
21,21078,Huitzilan de Serden,C
21,21073,Huehuetlnn el Chico,C
21,21084,Ixtepec,C
21,21055,Chila,C
21,21096,Mazapiltepec de Juorez,C
21,21063,Esperanza,C
21,21130,San Juan Atenco,C
21,21049,Chiconcuautla,C
21,21072,Huehuetla,C
21,21146,Santa Catarina Tlaltempan,C
21,21052,Chigmecatitlnn,C
21,21187,Tlaxco,C
21,21057,Honey,C
21,21175,Tianguismanalco,C
21,21104,Nopalucan,C
21,21103,Nicolus Bravo,C
21,21123,San Felipe Tepatlan,C
21,21134,San Matias Tlalancaleca,C
21,21039,Cuautempan,C
21,21014,Amixtlmn,C
21,21077,Hueytlalpan,C
21,21162,Tepango de Rodraguez,C
21,21059,Chinantla,C
21,21041,Cuautlancingo,C
21,21051,Chietla,C
21,21133,San Martcn Totoltepec,C
21,21101,Nauzontla,C
21,21080,Atlequizayan,C
21,21009,Ahuehuetitla,C
21,21037,Coyotepec PUEBLA,C
21,21020,Atoyatempan,C
21,21182,Tlanepantla,C
21,21030,Coatepec,C
21,21042,Cuayuca de Andrade,C
21,21003,Acatlcn PUEBLA,C
21,21156,Tehuacnn,C
21,21033,Cohuecan,C
21,21011,Albino Zertuche,C
21,21013,Altepexi,C
21,21061,Eloxochitltn,C
21,21148,Santa Isabel Cholula,C
21,21116,Quimixtlan,C
21,21145,San Sebastiln Tlacotepec,C
22,22003,Cadereyta de Montes,C
22,22015,San Joaqu n,N
22,22001,Amealco de Bonfil,S
22,22016,San Juan del RRo QUERETARO,S
22,22009,Jalpan de Serra,NE
22,22010,Landa de Matamoros,NE
22,22012,Pe3amiller,N
22,22005,Corregidora,W
22,22013,Pinal de Amoles,N
22,22008,Huimilpan,S
22,22017,Tequisquiapan,C
22,22004,Col,C
22,22006,El MarquOs,W
22,22007,Ezequiel Montes,C
22,22011,Pedro Escobedo,S
22,22002,Arroyo Seco,N
22,22014,QuerEtaro,W
22,22018,TolimTn,C
23,23001,Bacalar,S
23,23002,Benito JuRrez QUINTANA ROO,N
23,23003,Cozumel,E
23,23004,Felipe Carrillo Puerto,C
23,23005,Isla Mujeres,N
23,23006,Jos,W
23,23007,L0zaro C rdenas QUINTANA ROO,N
23,23008,Oth,S
23,23009,Solidaridad,N
23,23010,Tulum,N
24,24001,Ahualulco,SW
24,24002,Alaquines,C
24,24003,AquismIn,E
24,24004,Armadillo de los Infante,SW
24,24005,Axtla de Terrazas,E
24,24006,C0rdenas SAN LUIS POTOSI,C
24,24007,Catorce,NW
24,24008,Cedral,NW
24,24009,Cerritos,C
24,24010,Cerro de San Pedro,SW
24,24011,Charcas,W
24,24012,Ciudad del MaSz,C
24,24013,Ciudad FernTndez,C
24,24014,Ciudad Valles,E
24,24015,CoxcatlSn,E
24,24016,Ebano,E
24,24017,El Naranjo,C
24,24018,GuadalcSzar,C
24,24019,Huehuetl n,E
24,24020,Lagunillas,C
24,24021,Matehuala,NW
24,24022,Matlapa,E
24,24023,Mexquitic de Carmona,SW
24,24024,Moctezuma SAN LUIS POTOSI,W
24,24025,Ray,C
24,24026,Rioverde,C
24,24027,Salinas,W
24,24028,San Antonio,E
24,24029,San Ciro de Acosta,C
24,24030,San Luis PotosI,SW
24,24031,San Mart n Chalchicuautla,E
24,24032,San NicolPs Tolentino,C
24,24033,San Vicente Tancuayalab,E
24,24034,Santa Catarina,C
24,24035,Santa MarPa del Rio,SW
24,24036,Santo Domingo,W
24,24037,Soledad de Graciano Snnchez,SW
24,24038,Tamasopo,C
24,24039,Tamazunchale,E
24,24040,TampacIn,E
24,24041,Tampamol n Corona,E
24,24042,TamuLn,E
24,24043,Tancanhuitz,E
24,24044,TanlajIs,E
24,24045,TanquiIn de Escobedo,E
24,24046,Tierra Nueva,SW
24,24047,Vanegas,NW
24,24048,Venado,W
24,24049,Villa de Arista,C
24,24050,Villa de Arriaga,SW
24,24051,Villa de Guadalupe,NW
24,24052,Villa de la Paz,NW
24,24053,Villa de Ramos,W
24,24054,Villa de Reyes,SW
24,24055,Villa Hidalgo SAN LUIS POTOSI,C
24,24056,Villa Ju rez,C
24,24057,Xilitla,E
24,24058,Zaragoza SAN LUIS POTOSI,SW
25,25014,Navolato,C
25,25012,MazatlAn,S
25,25002,Angostura,NW
25,25010,Escuinapa,S
25,25018,Sinaloa,NE
25,25009,Elota,C
25,25008,El Fuerte,NW
25,25017,San Ignacio,C
25,25005,Concordia,S
25,25013,Mocorito,NE
25,25007,CuliacAn,C
25,25003,Badiraguato,NE
25,25015,Rosario SINALOA,S
25,25004,Choix,NE
25,25006,CosalO,C
25,25016,Salvador Alvarado,NW
25,25001,Ahome,NW
25,25011,Guasave,NW
26,26007,Atil,N
26,26057,San Javier,C
26,26040,Moctezuma,C
26,26032,Huachinera,NE
26,26047,Opodepe,C
26,26054,Sahuaripa,E
26,26002,Agua Prieta,NE
26,26016,Benito Jutrez SONORA,S
26,26009,Bacanora,C
26,26042,N4cori Chico,E
26,26004,Altar,N
26,26067,Trincheras,C
26,26050,Puerto Pesasco,NW
26,26018,Caborca,NW
26,26019,Cajeme,S
26,26001,Aconchi,C
26,26049,Pitiquito,W
26,26021,CarbR,C
26,26048,Oquitoa,N
26,26035,Hu4pac,C
26,26027,Fronteras,NE
26,26041,Naco,NE
26,26036,Imuris,N
26,26005,Arivechi,E
26,26069,Ures,C
26,26039,MazatAn,C
26,26014,BaviRcora,C
26,26052,Ray,C
26,26064,Soyopa,C
26,26038,Magdalena SONORA,N
26,26060,San Pedro de la Cueva,C
26,26046,Onavas,C
26,26066,Tepache,E
26,26034,Huatabampo,S
26,26025,Empalme,W
26,26063,S6ric,N
26,26028,General Plutarco Elvas Calles,NW
26,26012,B1cum,S
26,26026,Etchojoa,S
26,26023,Cumpas,C
26,26011,Bacoachi,N
26,26015,Bavispe,NE
26,26044,Navojoa,S
26,26010,Bacerac,NE
26,26043,Nacozari de Garc a,NE
26,26059,San Miguel de Horcasitas,C
26,26072,Y6cora,E
26,26051,Quiriego,S
26,26062,Santa Cruz,N
26,26053,Rosario,S
26,26008,BacadAhuachi,E
26,26003,Alamos,S
26,26070,Villa Hidalgo SONORA,NE
26,26029,Granados,E
26,26022,Cucurpe,C
26,26033,Hu2sabas,E
26,26013,Ban,C
26,26006,Arizpe,C
26,26020,Cananea,N
26,26065,Suaqui Grande,C
26,26017,Benjam,C
26,26037,La Colorada,C
26,26045,Nogales SONORA,N
26,26056,San Ignacio RAo Muerto,S
26,26024,Divisaderos,E
26,26061,Santa Ana SONORA,C
26,26068,Tubutama,N
26,26071,Villa Pesqueira,C
26,26055,San Felipe de Jesus,C
26,26031,Hermosillo,W
26,26058,San Luis R,NW
26,26030,Guaymas,W
27,27005,Comalcalco,N
27,27003,Centla,N
27,27011,Jonuta,E
27,27016,Teapa,S
27,27001,BalancOn,SE
27,27002,C0rdenas,W
27,27008,Huimanguillo,W
27,27012,Macuspana,S
27,27009,Jalapa,S
27,27013,Nacajuca,C
27,27006,Cunduac,C
27,27017,Tenosique,SE
27,27007,Emiliano Zapata TABASCO,SE
27,27010,Jalpa de Mandez,C
27,27015,Tacotalpa,S
27,27014,ParaSso,N
27,27004,Centro,C
28,28019,Jim,C
28,28010,Cruillas,C
28,28004,Antiguo Morelos,SW
28,28024,Mier,NW
28,28017,Hidalgo,W
28,28029,Ocampo,SW
28,28026,Miquihuana,SW
28,28023,M2ndez,C
28,28013,GonzUlez,SE
28,28043,XicotLncatl,SE
28,28027,Nuevo Laredo,NW
28,28035,San Fernando,E
28,28032,Reynosa,N
28,28031,Palmillas,SW
28,28002,Aldama TAMAULIPAS,SE
28,28005,Burgos,C
28,28014,G13mez,C
28,28042,VillagrPn TAMAULIPAS,W
28,28025,Miguel AlemAn,NW
28,28040,Valle Hermoso,N
28,28034,San Carlos,C
28,28039,Tula,SW
28,28036,San NicolSs TAMAULIPAS,C
28,28030,Padilla,C
28,28022,Matamoros,N
28,28011,El Mante,SE
28,28021,Mainero,W
28,28015,Guerrero,NW
28,28009,Ciudad Madero,SE
28,28020,Llera,C
28,28006,Bustamante,SW
28,28018,Jaumave,SW
28,28033,R3o Bravo,N
28,28041,Victoria,C
28,28003,Altamira,SE
28,28012,G1mez FarSas,SW
28,28038,Tampico,SE
28,28007,Camargo,NW
28,28001,Abasolo TAMAULIPAS,C
28,28016,Gustavo DSaz Ordaz,NW
28,28037,Soto la Marina,E
28,28028,Nuevo Morelos,SW
28,28008,Casas,C
29,29017,Hueyotlipan,C
29,29050,Tlaxcala,C
29,29005,Atlangatepec,N
29,29011,Cuapiaxtla,E
29,29008,Calpulalpan,W
29,29037,Santa Ana Nopalucan,W
29,29030,San JerAnimo Zacualpan,S
29,29025,Nat,S
29,29032,San Juan Huactzinco,S
29,29007,Benito JuHrez TLAXCALA,W
29,29055,Xaloztoc,C
29,29046,Tepeyanco,S
29,29059,Zacatelco,S
29,29029,San Francisco Tetlanohcan,C
29,29023,Mu1oz de Domingo Arenas,C
29,29012,Cuaxomulco,C
29,29027,Papalotla de Xicohtencatl,S
29,29034,San Lucas Tecopilco,C
29,29018,Ixtacuixtla de Mariano Matamoros,W
29,29033,San Lorenzo Axocomanitla,S
29,29056,Xaltocan,C
29,29016,Huamantla,E
29,29047,Terrenate,E
29,29044,Teolocholco,S
29,29015,EspaCita,W
29,29009,Chiautempan,C
29,29051,Tlaxco TLAXCALA,N
29,29001,Acuamanala de Miguel Hidalgo,S
29,29031,San JosA Teacalco,C
29,29019,Ixtenco,E
29,29021,L4zaro C,E
29,29036,SanctArum de Lszaro CHrdenas,W
29,29052,TocatlLn,C
29,29020,La Magdalena Tlaltelulco,C
29,29043,Tenancingo,S
29,29045,Tepetitla de Lardizlbal,S
29,29053,Totolac,C
29,29057,Xicohtzinco,S
29,29004,Apizaco,C
29,29010,Contla de Juan Cuamatzi,C
29,29040,Santa Cruz Quilehtla,S
29,29003,Apetatitlzn de Antonio Carvajal,C
29,29041,Santa Cruz Tlaxcala,C
29,29013,El Carmen Tequexquitla,E
29,29042,Santa Isabel Xiloxoxtla,S
29,29014,Emiliano Zapata,E
29,29024,Nanacamilpa de Mariano Arista,W
29,29054,Tzompantepec,C
29,29058,Yauhquemehcan,C
29,29002,Amaxac de Guerrero,C
29,29022,Mazatecochco de Josa Marra Morelos,S
29,29028,San Dami,S
29,29039,Santa Catarina Ayometla,S
29,29035,San Pablo del Monte,S
29,29049,Tetlatlahuca,S
29,29026,Panotla,C
29,29048,Tetla de la Solidaridad,C
29,29060,Ziltlalt,E
29,29038,Santa Apolonia Teacalco,S
29,29006,Atltzayanca,E
30,30059,Chinameca,S
30,30018,Aquila,C
30,30208,Carlos A. Carrillo,S
30,30136,Rafael Lucio,C
30,30073,Hueyapan de Ocampo,S
30,30196,Yanga,C
30,30182,Tlalnelhuayocan,C
30,30171,TexhuacZn,C
30,30061,Las Choapas,S
30,30095,Juchique de Ferrer,C
30,30031,Carrillo Puerto,C
30,30154,Tantima,N
30,30144,Sayula de Alem,S
30,30142,San Juan Evangelista,S
30,30149,Soteapan,S
30,30107,Las Minas,C
30,30156,Tatatila,C
30,30168,Tequila,C
30,30117,Omealca,C
30,30163,TenochtitlLn,C
30,30184,Tlaquilpa,C
30,30072,Huayacocotla,N
30,30081,Ixhuatlancillo,C
30,30138,R3o Blanco,C
30,30199,Zaragoza,S
30,30140,San Andr-s Tenejapan,C
30,30054,Chacaltianguis,S
30,30074,Huiloapan de Cuauhtnmoc,C
30,30120,Oteapan,S
30,30210,Uxpanapa,S
30,30190,Tuxtilla,S
30,30127,La Perla,C
30,30002,AcatlRn,C
30,30100,Manlio Fabio Altamirano,C
30,30145,Soconusco,S
30,30118,Orizaba,C
30,30007,CamarRn de Tejeda,C
30,30042,Colipa,C
30,30008,AlpatlUhuac,C
30,30162,Tenampa,C
30,30005,Acula,S
30,30088,Jalcomulco,C
30,30101,Mariano Escobedo,C
30,30047,Coscomatepec,C
30,30004,Actopan,C
30,30170,Texcatepec,N
30,30189,T8xpam,N
30,30015,Angel R. Cabada,S
30,30116,Oluta,S
30,30112,Naolinco,C
30,30057,Chiconquiaco,C
30,30143,Santiago Tuxtla,S
30,30087,Xalapa,C
30,30055,Chalma,N
30,30051,Coyutla,N
30,30063,Chontla,N
30,30043,Comapa,C
30,30029,Calcahualco,C
30,30155,Tantoyuca,N
30,30202,ZontecomatlAn de Lipez y Fuentes,N
30,30211,San Rafael,N
30,30060,Chinampa de Gorostiza,N
30,30158,Tecolutla,N
30,30180,Tlachichilco,N
30,30010,Altotonga,C
30,30175,TihuatlZn,N
30,30102,MartCnez de la Torre,N
30,30181,Tlalixcoyan,S
30,30036,Coacoatzintla,C
30,30188,Totutla,C
30,30150,TamalRn,N
30,30079,IxhuacUn de los Reyes,C
30,30161,Tempoal,N
30,30027,Benito JuLrez,N
30,30048,Cosoleacaque,S
30,30094,Juan RodrLguez Clara,S
30,30201,Zongolica,C
30,30113,Naranjal,C
30,30037,Coahuitl-n,N
30,30147,Soledad Atzompa,C
30,30198,Zacualpan,N
30,30134,Puente Nacional,C
30,30108,Minatitl-n,S
30,30124,Papantla,N
30,30125,Paso del Macho,C
30,30148,Soledad de Doblado,C
30,30058,Chicontepec,N
30,30091,Jes,S
30,30013,Naranjos Amatl,N
30,30169,Jos,S
30,30014,AmatlRn de los Reyes,C
30,30178,Tlacotalpan,S
30,30038,Coatepec VERACRUZ-LLAVE,C
30,30212,Santiago Sochiapan,S
30,30141,San Andr-s Tuxtla,S
30,30083,IxhuatlZn de Madero,N
30,30105,MedellUn de Bravo,C
30,30032,Catemaco,S
30,30173,Tezonapa,C
30,30123,P2nuco VERACRUZ,N
30,30023,Atzalan,C
30,30121,Ozuluama de Mascare,N
30,30172,Texistepec,S
30,30071,Huatusco,C
30,30157,Castillo de Teayo,N
30,30122,Pajapan,S
30,30183,Tlapacoyan,N
30,30077,Isla,S
30,30152,Tampico Alto,N
30,30033,Cazones de Herrera,N
30,30089,J8ltipan,S
30,30070,HidalgotitlAn,S
30,30056,Chiconamel,N
30,30130,Playa Vicente,S
30,30128,Perote,C
30,30174,Tierra Blanca VERACRUZ,S
30,30066,Espinal,N
30,30011,Alvarado,S
30,30040,Coatzintla,N
30,30045,Cosamaloapan de Carpio,S
30,30053,CuitlRhuac,C
30,30200,Zentla,C
30,30024,Tlaltetela,C
30,30209,Tatahuicapan de Jurrez,S
30,30160,1lamo Temapache,N
30,30129,PlatCn S-nchez,N
30,30098,Magdalena,C
30,30030,Camerino Z. Mendoza,C
30,30192,Vega de Alatorre,C
30,30049,Cotaxtla,C
30,30019,Astacinga,C
30,30206,Nanchital de L,S
30,30093,Jilotepec VERACRUZ,C
30,30082,IxhuatlZn del Sureste,S
30,30069,GutiCrrez Zamora,N
30,30110,Mixtla de Altamirano,C
30,30111,MoloacUn,S
30,30191,Ursulo GalvAn,C
30,30114,Nautla,C
30,30065,Emiliano Zapata VERACRUZ-LLAVE,C
30,30012,AmatitlZn,S
30,30197,Yecuatla,C
30,30115,Nogales,C
30,30195,Xoxocotla,C
30,30186,TomatlUn,C
30,30022,Atzacan,C
30,30119,OtatitlZn,S
30,30137,Los Reyes,C
30,30097,Lerdo de Tejada,S
30,30146,Sochiapa,C
30,30026,Banderilla,C
30,30187,TonayRn,C
30,30006,Acultzingo,C
30,30046,CosautlZn de Carvajal,C
30,30017,Apazapan,C
30,30153,Tancoco,N
30,30001,Acajete,C
30,30165,Tepatlaxco,C
30,30103,MecatlUn,N
30,30159,Tehuipango,C
30,30106,Miahuatl-n,C
30,30203,Zozocolco de Hidalgo,N
30,30035,CitlaltZpetl,N
30,30064,ChumatlZn,N
30,30044,C4rdoba,C
30,30025,Ayahualulco,C
30,30078,Ixcatepec,N
30,30109,Misantla,C
30,30133,Pueblo Viejo,N
30,30090,Jamapa,C
30,30062,ChocamUn,C
30,30099,Maltrata,C
30,30028,Boca del RLo,C
30,30194,Villa Aldama,C
30,30034,Cerro Azul,N
30,30132,Las Vigas de Ramarez,C
30,30185,Tlilapan,C
30,30096,Landero y Coss,C
30,30139,Saltabarranca,S
30,30135,Rafael Delgado,C
30,30009,Alto Lucero de Gutizrrez Barrios,C
30,30086,Jalacingo,C
30,30039,Coatzacoalcos,S
30,30207,Tres Valles,S
30,30052,Cuichapa,C
30,30167,Tepetzintla VERACRUZ,N
30,30131,Poza Rica de Hidalgo,N
30,30076,IlamatlZn,N
30,30104,Mecayapan,S
30,30003,Acayucan,S
30,30126,Paso de Ovejas,C
30,30080,IxhuatlZn del Cafl,C
30,30041,Coetzala,C
30,30164,Teocelo,C
30,30021,Atoyac,C
30,30179,Tlacotepec de Mejla,C
30,30067,Filomeno Mata,N
30,30177,Tlacolulan,C
30,30205,El Higo,N
30,30050,Coxquihui,N
30,30084,Ixmatlahuacan,S
30,30204,Agua Dulce,S
30,30166,TepetlUn,C
30,30092,Xico,C
30,30075,Ignacio de la Llave,S
30,30176,Tlacojalpan,S
30,30085,IxtaczoquitlVn,C
30,30016,La Antigua,C
30,30068,FortCn Veracruz,C
30,30020,Atlahuilco,C
30,30193,Veracruz,C
30,30151,Tamiahua,N
31,31005,Bokob,N
31,31035,HoctLn,C
31,31004,Baca,NW
31,31070,SucilO,NE
31,31056,Oxkutzcab,S
31,31098,Tzucacab,S
31,31065,Sanahcat,C
31,31083,Telchac Puerto,N
31,31084,Temax,N
31,31055,OpichIn,W
31,31026,Dzemul,N
31,31080,Tekit,S
31,31018,Chicxulub Pueblo,NW
31,31046,Mama,S
31,31053,Muna,S
