cnt_presa,PK_IdPresaSIH,clave,NombrePresa,nombrecomun,Estado,Abr_Edo,Municipio,regioncna,Longitud,Latitud,uso,corriente,tipovertedor,inicioop,alturacortina,elevcorona,bordolibre,nameelev,namealmac,namoelev,CapacidadNAMO,llenano,elevacionactual,namoalmac,datee,fecha,fechaWF,anio,mes,dia,dailyvalue,diferencia,imagen
1,106,MLPMC,"Malpaís, Mich.","La Ciénega, Mich.",Michoacán,Mich.     ,Queréndaro,Lerma Santiago Pacífico,-100.873611,19.829167,RI,R. Querendaro,Mixto,1938,CONAGUA,1830.96,1.000,1843.560,27.249,1842.530,18.512,0.413785652549698,1840.780,18.512,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,7.660,10.852,MLPMC.jpg
1,5,MNLAG,"Media Luna, Ags.","Media Luna, Ags.",Aguascalientes,Ags.      ,Calvillo,Lerma Santiago Pacífico,-102.788333,21.8075,RI,R. Calvillo,Libre,1976,CONAGUA,1624.1,2.140,1621.960,21.196,1619.200,15.000,0.627,1615.770,15.000,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,9.405,5.595,MNLAG.jpg
1,107,MOCMC,"Melchor Ocampo, Mich.","El Rosario, Mich.",Michoacán,Mich.     ,Angamacutiro,Lerma Santiago Pacífico,-101.724444,20.127222,RI,R. Angúlo,Libre,1975,CONAGUA,1716.5,2.090,1714.410,249.843,1711.900,194.454,0.456354728601194,1706.160,194.454,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,88.740,105.714,MOCMC.jpg
1,182,MRGTP,"Marte Rodolfo Gómez, Tamps.","El Azúcar, Tamps.",Tamaulipas,Tamps.    ,Camargo,Río Bravo,-98.925556,26.204722,RI,R. San Juan,Libre,1946,CONAGUA,86,3.000,83.000,2208.663,76.300,781.700,0.419497243033368,72.210,781.700,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,327.921,453.779,MRGTP.jpg
1,142,NEXPB,"Nexapa, Pue.","Nexapa, Pue.",Puebla,Pue.      ,Tlaola,Golfo Centro,-97.984722,20.168333,GH,R. Nexapa,Libre,1912,FENIX,1364,1.000,1362.350,15.313,1360.000,12.500,0.48416,1354.550,12.500,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6.052,6.448,NEXPB.jpg
1,6,NGRAG,"El Niágara, Ags.","El Niágara, Ags.",Aguascalientes,Ags.      ,Aguascalientes,Lerma Santiago Pacífico,-102.371667,21.78,RI,R. Aguascalientes,Libre,1963,CONAGUA,1833,.600,1832.400,31.695,1828.400,16.188,0.973313582118147,1828.250,16.188,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,15.756,.432,NGRAG.jpg
1,143,NNEPB,"Necaxa, Pue.","Necaxa, Pue.",Puebla,Pue.      ,Juan Galindo,Golfo Centro,-98.000556,20.216667,GH,R. Necaxa,Libre,1908,FENIX,1344,1.000,1343.000,39.283,1338.000,29.055,0.325038719669592,1325.780,29.055,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,9.444,19.611,NNEPB.jpg
1,19,PAGCH,"Pico del Águila, Chih.","Pico Del Águila, Chih.",Chihuahua,Chih.     ,Coronado,Río Bravo,-105.254167,26.546389,RI,R. Florido,Libre,1993,CONAGUA,1625.9,2.500,1619.000,59.843,1616.900,48.276,0.705319413373105,1613.900,48.276,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,34.050,14.226,PAGCH.jpg
1,40,PAGDR,"Peña del Águila, Dgo.","Peña Del Águila, Dgo.",Durango,Dgo.      ,Durango,Pacífico Norte,-104.656667,24.203889,RI,R. La Sauceda,Libre,1954,CONAGUA,1896.8,1.530,1895.270,54.902,1892.500,27.948,0.502146844139115,1890.170,27.948,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,14.034,13.914,PAGDR.jpg
1,199,PALZC,"Palomas, Zac.","Palomas, Zac.",Zacatecas,Zac.      ,Villanueva,Lerma Santiago Pacífico,-102.798056,22.347778,RI,R. Palomas,Libre,1970,CONAGUA,1908.34,.860,1907.480,8.761,1904.250,4.620,0.217532467532467,1898.470,4.620,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.005,3.615,PALZC.jpg
1,7,PECAG,"Plutarco Elías Calles, Ags.","Calles, Ags.",Aguascalientes,Ags.      ,San José de Gracia,Lerma Santiago Pacífico,-102.417222,22.141111,AP/RI,R. Santiago,Libre,1931,CONAGUA,2022.6,.600,2022.000,407.438,2020.000,358.121,0.538792754404238,2011.480,358.121,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,192.953,165.168,PECAG.jpg
1,177,PECSO,"Plutarco Elías Calles, Son.","El Novillo, Son.",Sonora,Son.      ,Soyopa,Noroeste,-109.642222,28.976667,GH,R. Yaqui,Contr,1964,CFE,297.8,1.000,296.800,3511.964,290.500,2833.070,0.468897697550714,272.430,2833.070,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1328.420,1504.650,PECSO.jpg
1,32,PENCP,"Ángel Albino Corzo, Chis.","Peñitas, Chis.",Chiapas,Chis.     ,Ostuacán,Frontera Sur,-93.458611,17.446111,GH,R. Grijalva,Contr,1986,CFE,98,5.000,95.500,1084.741,87.400,670.660,0.925664271016611,86.070,670.660,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,620.806,49.854,PENCP.jpg
1,62,PERHD,"La Esperanza, Hgo.","La Esperanza, Hgo.",Hidalgo,Hgo.      ,Cuautepec de Hinojosa,Golfo Norte,-98.334722,20.0575,RI,R. Santa María,Libre,1943,CONAGUA,2210.6,1.000,2209.600,4.200,2207.700,3.920,1.0647958976435,2208.210,3.920,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,4.174,-.254,PERHD.jpg
1,121,PFBMX,"Francisco José Trinidad Fabela, Méx.","Islas de las Aves o El Salto, Méx.",Estado de México,Méx.      ,Atlacomulco,Lerma Santiago Pacífico,-99.790278,19.829167,RI,R. Del Salto,Libre,1945,CONAGUA,2697.5,1.700,2697.800,12.320,2696.700,9.930,0.327291037260826,2692.510,9.930,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3.250,6.680,PFBMX.jpg
1,122,PIRMX,"Ignacio Ramírez, Méx.","La Gavia, Méx.",Estado de México,Méx.      ,Almoloya de Juárez,Lerma Santiago Pacífico,-99.775,19.461667,RI,R. La Gavia,Libre,1965,CONAGUA,2553.76,3.280,2550.480,36.300,2548.440,20.227,0.291343254066347,2545.610,20.227,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,5.893,14.334,PIRMX.jpg
1,183,PJMTP,"Pedro José Méndez, Tamps.","Pedro J. Méndez, Tamps.",Tamaulipas,Tamps.    ,Hidalgo,Golfo Norte,-99.555833,24.2475,RI,R. San Juan,Libre,1982,CONAGUA,453,3.600,449.400,38.360,447.220,31.260,0.520153547055224,441.230,31.260,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,16.260,15.000,PJMTP.jpg
1,207,PLYJL,"Ing. Alfredo Elías Ayub, Jal.","La Yesca, Jal.",Jalisco,Jal.      ,Hostotipaquillo,Lerma Santiago Pacífico,-104.105833,21.196944,GH,R. Santiago,Contr,2012,CFE,579,1.000,578.000,2392.890,575.000,2292.920,0.613370723793242,542.790,2292.920,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1406.410,886.510,PLYJL.jpg
1,123,PMDMX,"Madín, Méx.","Madín, Méx.",Estado de México,Méx.      ,Naucalpan de Juárez,Aguas del Valle de México,-99.260833,19.526944,AP,R. Tlanepantla,Contr,1959,CONAGUA,2348.5,2.460,2346.040,17.964,2332.500,7.130,0.981767180925666,2332.240,7.130,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,7.000,.130,PMDMX.jpg
1,161,PMHSI,"Miguel Hidalgo, Sin.","El Mahoné, Sin.",Sinaloa,Sin.      ,El Fuerte,Pacífico Norte,-108.58,26.509722,AP/GH/RI,R. Fuerte,Mixto,1956,CONAGUA,151.4,3.400,148.000,4171.273,142.360,3312.890,0.413832031851344,125.700,3312.890,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1370.980,1941.910,PMHSI.jpg
1,124,PMNMX,"El Molino, Méx.","El Molino, Méx.",Estado de México,Méx.      ,Aculco,Aguas del Valle de México,-99.739722,20.124167,RI,A. Zarco,Libre,1980,CONAGUA,2491,.000,2385.090,8.700,2384.390,7.690,0.132899868972095,2379.100,7.690,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.022,6.668,PMNMX.jpg
1,178,PMOSO,"Ing. Rodolfo Félix Valdés, Son.","El Molinito, Son.",Sonora,Son.      ,Hermosillo,Noroeste,-110.725556,29.2125,AP,R. Sonora,Libre,1991,CONAGUA,295.4,2.000,293.400,233.920,289.360,130.040,0.129790840290668,279.400,130.040,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,16.878,113.162,PMOSO.jpg
1,125,PNDMX,"Ñadó, Méx.","Ñadó, Méx.",Estado de México,Méx.      ,Aculco,Aguas del Valle de México,-99.864444,20.038611,RI,R. Ñadó,Libre,1980,CONAGUA,2477.5,2.000,2475.500,18.500,2474.000,16.800,0.310714299824774,2460.840,16.800,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,5.220,11.580,PNDMX.jpg
1,50,PNLGJ,"Peñuelitas, Gto.","Peñuelitas, Gto.",Guanajuato,Gto.      ,Dolores Hidalgo Cuna de la Independencia Nacional,Lerma Santiago Pacífico,-100.878333,21.105,RI,R. De la Erre,Libre,1960,CONAGUA,1908.2,.910,1907.290,30.169,1904.700,17.460,0.187972508591065,1900.160,17.460,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3.282,14.178,PNLGJ.jpg
1,82,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.","La Pólvora, Jal.",Jalisco,Jal.      ,Degollado,Lerma Santiago Pacífico,-102.231944,20.491111,RI,R. Huascato,Libre,1989,CONAGUA,1669.1,4.100,1665.000,56.150,1663.460,51.675,0.608417997097242,1654.600,51.675,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,31.440,20.235,POLJL.jpg
1,63,PRGHD,"Javier Rojo Gómez, Hgo.","La Peña, Hgo.",Hidalgo,Hgo.      ,Alfajayucan,Aguas del Valle de México,-99.329444,20.359722,RI,R. Alfajayucan,Contr,1979,CONAGUA,1980.96,1.300,1977.839,43.317,1976.840,39.990,0.0742435608902225,1950.840,39.990,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,2.969,37.021,PRGHD.jpg
1,64,PRQHD,"Requena, Hgo.","Requena, Hgo.",Hidalgo,Hgo.      ,Tula de Allende,Aguas del Valle de México,-99.310833,19.963056,RI,R. Tula,Mixto,0,CONAGUA,2116.59,1.500,2110.300,61.519,2107.500,40.980,0.378233284529039,2102.930,40.980,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,15.500,25.480,PRQHD.jpg
1,51,PRSGJ,"La Purísima, Gto.","La Purísima, Gto.",Guanajuato,Gto.      ,Guanajuato,Lerma Santiago Pacífico,-101.287778,20.867222,RI,R. Guanajuato,Contr,1979,CONAGUA,1863,2.210,1860.790,182.950,1852.070,98.230,0.672849434999491,1847.730,98.230,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,66.094,32.136,PRSGJ.jpg
1,133,PSANL,"Salinillas, N.L.","Salinillas, N.L.",Nuevo León,N.L.      ,Anáhuac,Río Bravo,-100.372222,27.429167,RI,R. Salado,Libre,1930,CONAGUA,0,.000,232.000,19.011,232.000,19.011,0.768397256652519,231.050,19.011,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,14.608,4.403,PSANL.jpg
1,8,PTRAG,"Derivadora Pabellón, Ags.","Derecha Potrerillos, Ags.",Aguascalientes,Ags.      ,Rincón de Romos,Lerma Santiago Pacífico,-102.4375,22.235,RI,R. San Pedro,Libre,1931,CONAGUA,2099.86,.000,2093.000,2.100,2092.600,2.038,0.588812530474993,2086.250,2.038,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.200,.838,PTRAG.jpg
1,108,PUCMC,"Pucuato, Mich.","Pucuato, Mich.",Michoacán,Mich.     ,Hidalgo,Balsas,-100.684167,19.621389,RI,A. Los Charcos,Libre,1946,CONAGUA,2501.25,1.250,2500.000,11.534,2499.000,9.485,0.491302055877702,2496.140,9.485,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,4.660,4.825,PUCMC.jpg
1,65,PVAHD,"Vicente Aguirre, Hgo.","Las Golondrinas, Hgo.",Hidalgo,Hgo.      ,Alfajayucan,Aguas del Valle de México,-99.375833,20.435556,RI,R. Alfajayucan,Libre,1954,CONAGUA,1865.9,7.400,1855.500,19.685,1854.900,17.799,0.033653576043598,1845.010,17.799,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,.599,17.200,PVAHD.jpg
1,84,REDJL,"La Red, Jal.","La Red, Jal.",Jalisco,Jal.      ,Acatic,Lerma Santiago Pacífico,-102.815278,20.718889,RI,R. Calderón,Libre,1968,CONAGUA,1796.5,1.800,1794.700,18.300,1792.500,14.250,0.44519298245614,1787.320,14.250,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6.344,7.906,REDJL.jpg
1,58,RMEGR,"Revolución Mexicana, Gro.","El Guineo, Gro.",Guerrero,Gro.      ,Ayutla de los Libres,Pacífico Sur,-99.166111,16.823611,RI,R. Nexpa,Libre,1984,CONAGUA,110.7,3.110,107.590,259.502,94.400,126.694,0.691855967922711,88.830,126.694,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,87.654,39.040,RMEGR.jpg
1,116,RODMR,"El Rodeo, Mor.","El Rodeo, Mor.",Morelos,Mor.      ,Miacatlán,Balsas,-99.331389,18.765278,RI,R. Tembembe,Libre,1974,CONAGUA,1166.5,2.300,1166.500,33.137,1164.200,26.984,0.207196863138048,1154.680,26.984,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,5.591,21.393,RODMR.jpg
1,184,RSPTP,"República Española, Tamps.","Real Viejo o El Sombrero, Tamps.",Tamaulipas,Tamps.    ,Aldama,Golfo Norte,-97.991944,23.259444,AP,A. San Pedro,Libre,1974,CONAGUA,92,2.570,89.430,105.990,83.000,54.780,0.271212127255741,76.980,54.780,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,14.857,39.923,RSPTP.jpg
1,206,SA1JL,"La Sauceda, Jal.","Garabatillos, Jal.",Jalisco,Jal.      ,Lagos de Moreno,Lerma Santiago Pacífico,-101.835556,21.359167,RI,R. La Sauceda,Libre,1982,CONAGUA,1923,1.970,1921.030,21.500,1918.900,16.000,0.5541875,1915.510,16.000,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,8.867,7.133,SA1JL.jpg
1,109,SABMC,"Sabaneta, Mich.","Sabaneta, Mich.",Michoacán,Mich.     ,Hidalgo,Balsas,-100.669444,19.622778,RI,A. Los Charcos,Libre,1948,CONAGUA,2494.9,2.050,2508.950,5.875,2508.000,5.043,0.946857029545905,2507.680,5.043,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,4.775,.268,SABMC.jpg
1,126,SBBMX,"José Antonio Alzate, Méx.","San Bernabé, Méx.",Estado de México,Méx.      ,Temoaya,Lerma Santiago Pacífico,-99.704722,19.465833,RI,R. Lerma,Libre,1962,CONAGUA,2567,1.580,2566.920,52.509,2565.500,35.312,0.136242636004187,2560.000,35.312,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,4.811,30.501,SBBMX.jpg
1,41,SBYDR,"Santiago Bayacora, Dgo.","Santiago Bayacora, Dgo.",Durango,Dgo.      ,Durango,Pacífico Norte,-104.675833,23.874444,RI,R. Santiago Bayacora,Libre,1990,CONAGUA,1962,.810,1965.940,169.869,1959.010,130.047,0.814605507136186,1954.130,130.047,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,105.937,24.110,SBYDR.jpg
1,42,SELDR,"Santa Elena, Dgo.","Santa Elena, Dgo.",Durango,Dgo.      ,General Simón Bolívar,Pacífico Norte,-103.079722,24.608333,RI,R. Graseros,Libre,1977,CONAGUA,2002.75,1.140,2001.610,18.766,1999.800,15.080,0.547480106100796,1995.700,15.080,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,8.256,6.824,SELDR.jpg
1,43,SGBDR,"San Gabriel, Dgo.","San Gabriel, Dgo.",Durango,Dgo.      ,Ocampo,Río Bravo,-105.560833,26.436667,RI,R. Florido,Libre,1991,CONAGUA,1785.6,2.210,1783.390,377.338,1777.900,245.431,0.508444329054324,1770.820,245.431,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,124.788,120.643,SGBDR.jpg
1,179,SJATL,"San José Atlanga, Tlax.","Atlanga,Tlax.",Tlaxcala,Tlaxc.    ,Atlangatepec,Balsas,-98.200556,19.556111,RI,R. Zahuapán,Libre,1959,CONAGUA,2500,2.330,2486.870,47.970,2486.400,42.630,0.747243725076237,2485.320,42.630,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,31.855,10.775,SJATL.jpg
1,110,SJUMC,"San Juanico, Mich.","La Laguna, Mich.",Michoacán,Mich.     ,Cotija,Balsas,-102.651389,19.839444,RI,R. Cotija,Libre,1950,CONAGUA,1574.6,.000,1604.560,70.300,1603.860,60.651,0.720021104351124,1602.540,60.651,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,43.670,16.981,SJUMC.jpg
1,220,SLDGJ,"La Soledad, Gto.","La Soledad, Gto.",Guanajuato,Gto.      ,Guanajuato,Lerma Santiago Pacífico,-101.279722,21.04,AP,R. Santa Ana,Libre,1956,CONAGUA,2211.4,2.250,2209.150,2.371,2207.750,1.857,0.930533117932149,2207.500,1.857,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.728,.129,SLDGJ.jpg
1,52,SLSGJ,"Solís, Gto.","Solis, Gto.",Guanajuato,Gto.      ,Acámbaro,Lerma Santiago Pacífico,-100.669722,20.055278,RI,R. Lerma,Contr,1949,CONAGUA,1901.7,3.000,1898.700,1214.140,1892.300,785.540,0.770244672454617,1889.100,785.540,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,605.058,180.482,SLSGJ.jpg
1,162,SLTSI,"Ing. Aurelio Benassini Vizcaino, Sin.","El Salto o Elota, Sin.",Sinaloa,Sin.      ,Elota,Pacífico Norte,-106.695833,24.121944,RI,R. Elota,Libre,1988,CONAGUA,167.1,2.460,164.640,815.592,154.500,403.900,0.209923248328794,136.840,403.900,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,84.788,319.112,SLTSI.jpg
1,186,SLZTP,"Lic. Emilio Portes Gil, Tamps.","San Lorenzo, Tamps.",Tamaulipas,Tamps.    ,Xicoténcatl,Golfo Norte,-98.791389,22.943889,AP/RI,A. El Sargento,Libre,1983,CONAGUA,125,1.100,123.900,255.650,122.950,230.780,0.665828927983361,119.160,230.780,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,153.660,77.120,SLZTP.jpg
1,24,SMGCL,"San Miguel, Coah.","San Miguel, Coah.",Coahuila,Coah.     ,Jiménez,Río Bravo,-100.953889,29.034167,AP/RI,R. San Diego,Libre,1935,CONAGUA,343.5,1.540,341.960,22.193,341.740,21.168,0.973545007230048,341.620,21.168,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,20.608,.560,SMGCL.jpg
1,168,SNJSL,"San José, S.L.P.","San José, S.L.P.",San Luis Potosí,S.L.P.    ,San Luis Potosí,Cuencas Centrales del Norte,-101.054444,22.150278,AP,R. Santiago,Libre,1903,CONAGUA,1955.5,.360,1933.700,5.656,1933.300,5.223,0.639862148190695,1930.720,5.223,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3.342,1.881,SNJSL.jpg
1,163,SNLSI,"Sanalona, Sin.","Sanalona, Sin.",Sinaloa,Sin.      ,Culiacán,Pacífico Norte,-107.151389,24.815,AP/GH/RI,R. Tamazula,Libre,1948,CONAGUA,165,2.830,162.170,987.522,156.200,687.988,0.126433891288802,134.260,687.988,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,86.985,601.003,SNLSI.jpg
1,144,SOLPB,"La Soledad, Pue.","La Soledad, Pue.",Puebla,Pue.      ,Tlatlauquitepec,Golfo Centro,-97.446667,19.960833,GH,R. Apulco y Xiucayucan,Contr,1962,CFE,806.5,1.500,805.000,14.978,804.500,13.900,0.50158273381295,800.470,13.900,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6.972,6.928,SOLPB.jpg
1,87,SRSJL,"Manuel M. Dieguez, Jal.","Santa Rosa, Jal.",Jalisco,Jal.      ,Amatitán,Lerma Santiago Pacífico,-103.705556,20.908889,GH,R. Santiago,Contr,1964,CFE,747,.500,748.000,258.468,744.000,219.090,0.337030444109727,724.400,219.090,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,73.840,145.250,SRSJL.jpg
1,202,STRZC,"Santa Rosa, Zac.","Santa Rosa, Zac.",Zacatecas,Zac.      ,Fresnillo,Cuencas Centrales del Norte,-103.108889,22.923611,RI,A. El Arenal,Libre,1937,CONAGUA,2250.19,.550,2249.640,14.041,2248.640,10.476,0.636979773474126,2247.400,10.476,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6.673,3.803,STRZC.jpg
1,203,TAYZC,"Ing. Julián Adame Alatorre, Zac.","Tayahua, Zac.",Zacatecas,Zac.      ,Villanueva,Lerma Santiago Pacífico,-102.864167,22.120556,RI,R. Juchipila,Libre,1976,CONAGUA,1701.7,.290,1701.410,50.377,1696.010,31.598,0.468732204578265,1688.740,31.598,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,14.811,16.787,TAYZC.jpg
1,88,TCTJL,"Tacotán, Jal.","Tacotán, Jal.",Jalisco,Jal.      ,Unión de Tula,Lerma Santiago Pacífico,-104.320278,20.036111,RI,R. Ayutla,Libre,1960,CONAGUA,1407.5,1.210,1406.290,169.000,1403.060,149.239,0.593819316280196,1388.920,149.239,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,88.621,60.618,TCTJL.jpg
1,138,TEMOX,"Presidente Alemán, Oax.","Temascal, Oax.",Oaxaca,Oax.      ,San Miguel Soyaltepec,Golfo Centro,-96.412222,18.232222,GH,R. Papaloapan,Contr,1955,CFE,74.79,3.500,68.500,9105.540,66.500,8828.250,0.318914847223402,52.240,8828.250,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,2815.460,6012.790,TEMOX.jpg
1,89,TENJL,"Tenasco, Jal.","Boquilla de Zaragoza, Jal.",Jalisco,Jal.      ,Santa María de los Ángeles,Lerma Santiago Pacífico,-103.198611,22.171944,RI,A. Tenasco,Libre,1960,CONAGUA,1777,.000,1724.840,13.850,1722.850,10.490,0.534795042897998,1718.640,10.490,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,5.610,4.880,TENJL.jpg
1,145,TENPB,"Tenango, Pue.","Tenango, Pue.",Puebla,Pue.      ,Huauchinango,Golfo Centro,-97.983333,20.199444,GH,R. Coacuila,Libre,1912,FENIX,1353,2.000,1351.400,46.576,1345.600,28.479,0.107131570630991,1331.330,28.479,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3.051,25.428,TENPB.jpg
1,111,TEPMC,"Tepuxtepec, Mich.","Tepuxtepec, Mich.",Michoacán,Mich.     ,Contepec,Lerma Santiago Pacífico,-100.229167,20.000278,GH/RI,R. Grande,Contr,1930,FENIX,2352,2.000,2350.000,537.527,2346.560,384.330,0.457921577810736,2340.360,384.330,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,175.993,208.337,TEPMC.jpg
1,170,TIESL,"La Muñeca, S.L.P.","La Muñeca, S.L.P.",San Luis Potosí,S.L.P.    ,Tierra Nueva,Golfo Norte,-100.548333,21.629444,AP,R. Jofre,Libre,1981,CONAGUA,1843.75,2.000,1841.750,31.000,1837.700,24.140,0.38877381938691,1829.450,24.140,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,9.385,14.755,TIESL.jpg
1,90,TMLJL,"Ramón Corona Madrigal General, Jal.","Trigomil, Jal.",Jalisco,Jal.      ,Ayutla,Lerma Santiago Pacífico,-104.370278,19.976111,RI,R. Ayuquila,Libre,1993,CONAGUA,1209.34,2.940,1209.360,324.000,1201.400,250.000,0.417512,1179.150,250.000,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,104.378,145.622,TMLJL.jpg
1,112,TMUMC,"Tercer Mundo, Mich.","Chincua, Mich.",Michoacán,Mich.     ,Senguio,Lerma Santiago Pacífico,-100.299167,19.766389,RI,R. Chincua,Libre,1972,CONAGUA,2431.2,2.420,2428.580,17.332,2427.580,14.972,0.0476222277709551,2417.710,14.972,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,.713,14.259,TMUMC.jpg
1,20,TNTCH,"El Tintero, Chih.","El Tintero, Chih.",Chihuahua,Chih.     ,Buenaventura,Río Bravo,-107.384167,29.5625,RI,R. Santa María,Libre,1950,CONAGUA,1712,2.970,1709.030,216.703,1703.000,125.075,0.267919254988005,1692.150,125.075,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,33.510,91.565,TNTCH.jpg
