cnt_presa,PK_IdPresaSIH,clave,NombrePresa,nombrecomun,Estado,Abr_Edo,Municipio,regioncna,Longitud,Latitud,uso,corriente,tipovertedor,inicioop,alturacortina,elevcorona,bordolibre,nameelev,namealmac,namoelev,CapacidadNAMO,llenano,elevacionactual,namoalmac,datee,fecha,fechaWF,anio,mes,dia,dailyvalue,diferencia,imagen
1,100,DGNMC,"De Gonzalo, Mich.","De Gonzalo, Mich.",Michoacán,Mich.     ,Vista Hermosa,Lerma Santiago Pacífico,-102.436944,20.304444,RI,A. sin nombre,Libre,1890,CONAGUA,1535.83,.930,1534.900,10.000,1533.880,8.837,0.397759420617857,1532.890,8.837,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3.515,5.322,DGNMC.jpg
1,118,DNXMX,"Danxhó, Méx.","Danxhó, Méx.",Estado de México,Méx.      ,Jilotepec,Aguas del Valle de México,-99.559722,19.884722,RI,R. Coscomate,Libre,1951,CONAGUA,2455.6,.470,2455.130,32.670,2454.000,31.720,0.498076923076923,2450.060,31.720,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,15.799,15.921,DNXMX.jpg
1,153,EBLSI,"Lic. Eustaquio Buelna, Sin.","Guamúchil, Sin.",Sinaloa,Sin.      ,Salvador Alvarado,Pacífico Norte,-108.065556,25.484722,AP/RI,R. Mocorito,Contr,1972,CONAGUA,71.2,2.350,68.850,264.950,63.540,80.080,0.119055944055944,57.910,80.080,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,9.534,70.546,EBLSI.jpg
1,54,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.","El Caracol, Gro.",Guerrero,Gro.      ,General Heliodoro Castillo,Balsas,-99.995556,17.947778,GH,R. Balsas,Contr,1986,CFE,526,2.400,523.600,1202.398,520.000,1040.880,0.67925024978864,510.570,1040.880,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,707.018,333.862,ECAGR.jpg
1,73,EGCJL,"Ing. Elías González Chávez, Jal.","Puente Calderón, Jal.",Jalisco,Jal.      ,Zapotlanejo,Lerma Santiago Pacífico,-102.976111,20.681389,AP,R. Calderón,Libre,1991,CONAGUA,1622,2.000,1620.000,100.000,1618.000,80.000,0.5798375,1613.900,80.000,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,46.387,33.613,EGCJL.jpg
1,55,EGLGR,"El Gallo, Gro.","El Gallo, Gro.",Guerrero,Gro.      ,Cutzamala de Pinzón,Balsas,-100.671111,18.703056,GH/RI,R. Cutzamala,Libre,1998,CONAGUA,370.5,2.500,368.000,545.966,362.780,400.039,0.774104521974252,358.800,400.039,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,309.672,90.367,EGLGR.jpg
1,195,ELCZC,"El Cazadero, Zac.","El Cazadero, Zac",Zacatecas,Zac.      ,Río Grande,Cuencas Centrales del Norte,-103.098333,23.693333,RI,R. Aguanaval,Libre,1964,CONAGUA,1920.12,1.500,1919.940,44.680,1916.000,22.178,0.333258191352189,1911.880,22.178,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,7.391,14.787,ELCZC.jpg
1,164,ELOSL,"Cañada del Lobo, S.L.P.","Cañada del Lobo, S.L.P.",San Luis Potosí,S.L.P.    ,San Luis Potosí,Cuencas Centrales del Norte,-100.9675,22.094722,CA,R. Españita,Libre,1987,CONAGUA,1963.7,1.550,1962.150,2.178,1958.800,1.246,0.528892455858748,1955.950,1.246,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,.659,.587,ELOSL.jpg
1,165,ELPSL,"Gonzalo N. Santos, S.L.P.","El Peaje, S.L.P.",San Luis Potosí,S.L.P.    ,San Luis Potosí,Cuencas Centrales del Norte,-101.098611,22.092222,AP,A. Grande o Azul,Libre,1953,CONAGUA,2049.6,1.730,2047.870,9.054,2044.850,6.685,0.180852655198205,2033.270,6.685,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.209,5.476,ELPSL.jpg
1,11,ELZBN,"Emilio López Zamora, B.C.","Ensenada, B.C.",Baja California,B.C.      ,Ensenada,Península de Baja California,-116.6025,31.890278,AP,A. Ensenada,Libre,1978,CONAGUA,27,1.740,25.260,6.342,19.890,2.732,1.02415808372908,20.040,2.732,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,2.798,-.066,ELZBN.jpg
1,61,ENDHD,"Endhó, Hgo.","Endhó, Hgo.",Hidalgo,Hgo.      ,Tepetitlán,Aguas del Valle de México,-99.36,20.163889,RI,R. Tula,Libre,1951,CONAGUA,2023,3.000,2020.000,208.650,2018.000,182.900,0.511612903225806,2009.610,182.900,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,93.574,89.326,ENDHD.jpg
1,45,EPLGJ,"El Palote, Gto.","El Palote, Gto.",Guanajuato,Gto.      ,León,Lerma Santiago Pacífico,-101.678889,21.173611,AP,R. De Los Gómez,Libre,1954,CONAGUA,1839.5,.900,1838.600,17.161,1836.150,9.643,0.623146323758167,1834.740,9.643,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6.009,3.634,EPLGJ.jpg
1,166,EPOSL,"El Potosino, S.L.P.","El Potosino, S.L.P.",San Luis Potosí,S.L.P.    ,San Luis Potosí,Cuencas Centrales del Norte,-101.078056,22.099722,RI,A. El Potosino,Libre,1990,CONAGUA,2000.85,.150,2000.850,5.199,1996.800,3.293,0.419981781721672,1990.870,3.293,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.383,1.910,EPOSL.jpg
1,180,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.","Las Ánimas, Tamps.",Tamaulipas,Tamps.    ,González,Golfo Norte,-98.691667,22.605,AP/RI,A. Las Ánimas,Libre,1976,CONAGUA,55,2.450,52.550,654.370,51.700,564.041,0.358970358537766,46.890,564.041,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,202.474,361.567,ERCTP.jpg
1,14,ERECH,"El Rejón, Chih.","El Rejón, Chih.",Chihuahua,Chih.     ,Chihuahua,Río Bravo,-106.119444,28.614722,AP,A. El Rejón,Libre,1966,CONAGUA,1479.8,1.480,1478.320,7.755,1477.000,6.528,0.645680147058824,1474.010,6.528,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,4.215,2.313,ERECH.jpg
1,75,ESLJL,"El Salto, Jal.","El Salto, Jal.",Jalisco,Jal.      ,Valle de Guadalupe,Lerma Santiago Pacífico,-102.705,21.037222,AP,R. El Salto,Libre,1940,CONAGUA,1814.5,2.000,1812.500,118.540,1810.160,85.000,0.958752941176471,1809.830,85.000,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,81.494,3.506,ESLJL.jpg
1,76,ESTJL,"El Estribón, Jal.","El Estribón, Jal.",Jalisco,Jal.      ,Yahualica de González Gallo,Lerma Santiago Pacífico,-102.900556,21.185556,RI,A. Las Pilas,Libre,1946,CONAGUA,1882.5,1.090,1881.410,7.740,1880.000,6.378,0.791470707446787,1878.150,6.378,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,5.048,1.330,ESTJL.jpg
1,196,EXCZC,"Miguel Alemán, Zac.","Excamé, Zac.",Zacatecas,Zac.      ,Tepechitlán,Lerma Santiago Pacífico,-103.35,21.645833,RI,R. Tlaltenango,Contr,1949,CONAGUA,1707,2.500,1704.500,70.920,1699.500,44.530,0.374084886593308,1691.450,44.530,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,16.658,27.872,EXCZC.jpg
1,15,FIMCH,"Francisco I. Madero, Chih.","Las Vírgenes, Chih.",Chihuahua,Chih.     ,Rosales,Río Bravo,-105.628889,28.166111,RI,R. San Pedro,Libre,1949,CONAGUA,1243.8,1.240,1242.560,477.622,1239.300,355.286,0.442975504921314,1232.190,355.286,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,157.383,197.903,FIMCH.jpg
1,35,FVLDR,"Francisco Villa, Dgo.","El Bosque, Dgo.",Durango,Dgo.      ,Poanas,Pacífico Norte,-103.960833,24.001667,RI,R. Poanas,Libre,1968,CONAGUA,1998.7,2.570,1996.130,96.570,1993.000,73.260,0.786418213486615,1990.510,73.260,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,57.613,15.647,FVLDR.jpg
1,36,FZRDR,"Francisco Zarco, Dgo.","Las Tórtolas, Dgo.",Durango,Dgo.      ,Cuencamé,Cuencas Centrales del Norte,-103.773611,25.270833,RI,R. Nazas,Contr,1968,CONAGUA,1213,2.950,1210.050,383.160,1208.200,309.240,0.545239943086276,1203.660,309.240,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,168.610,140.630,FZRDR.jpg
1,154,GBESI,"Ing. Guillermo Blake Águilar, Sin.","El Sabinal, Sin.",Sinaloa,Sin.      ,Sinaloa,Pacífico Norte,-108.3275,26.103056,AP/RI,A. Ocoroni,Libre,1985,CONAGUA,201.2,4.590,196.610,469.200,188.450,294.578,0.223095411062605,168.750,294.578,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,65.719,228.859,GBESI.jpg
1,119,GDLMX,"Sierra de Guadalupe, Méx.","Guadalupe,Méx.",Estado de México,Méx.      ,Cuautitlán Izcalli,Aguas del Valle de México,-99.252222,19.635556,RI,R. Cuautitlán,Libre,1936,CONAGUA,2308.75,1.930,2306.820,64.080,2305.200,56.910,0.374064312071692,2294.900,56.910,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,21.288,35.622,GDLMX.jpg
1,155,GDOSI,"Gustavo Díaz Ordaz, Sin.","Bacurato, Sin.",Sinaloa,Sin.      ,Sinaloa,Pacífico Norte,-107.911111,25.856667,AP/GH/RI,R. Sinaloa,Contr,1981,CONAGUA,256,3.500,252.500,2687.074,237.060,1618.750,0.202627335907336,204.100,1618.750,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,328.003,1290.747,GDOSI.jpg
1,46,GLNGJ,"La Golondrina, Gto.","La Golondrina,Gto.",Guanajuato,Gto.      ,Pénjamo,Lerma Santiago Pacífico,-101.7425,20.439167,RI,R. Penjamo,Libre,1968,CONAGUA,1838.7,1.580,1837.120,5.970,1835.200,4.670,0.123982867353503,1824.050,4.670,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,.579,4.091,GLNGJ.jpg
1,101,GUAMC,"Guaracha, Mich.","San Antonio, Mich.",Michoacán,Mich.     ,Villamar,Lerma Santiago Pacífico,-102.541389,19.979167,RI,A. sin nombre,Libre,1913,CONAGUA,1596.72,.000,1580.110,29.764,1580.010,28.636,0.0655817851655259,1576.980,28.636,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.878,26.758,GUAMC.jpg
1,37,GVCDR,"Presidente Guadalupe Victoria, Dgo.","El Tunal, Dgo.",Durango,Dgo.      ,Durango,Pacífico Norte,-104.753056,23.961111,RI,R. Tunal,Mixto,1962,CONAGUA,1934.8,1.690,1934.610,94.617,1931.000,78.060,0.676389956443761,1924.620,78.060,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,52.799,25.261,GVCDR.jpg
1,120,HPNMX,"Huapango, Méx.","Huapango, Méx.",Estado de México,Méx.      ,Timilpan,Aguas del Valle de México,-99.696944,20.046389,RI,R. Huapango,Libre,1765,CONAGUA,2513,.200,2512.800,126.500,2512.650,121.300,0.184089035449299,2509.570,121.300,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,22.330,98.970,HPNMX.jpg
1,78,HRTJL,"Hurtado, Jal.","Valencia, Jal.",Jalisco,Jal.      ,Acatlán de Juárez,Lerma Santiago Pacífico,-103.651111,20.466944,RI,A. San Antonio,Libre,1879,CONAGUA,1464,1.340,1462.660,22.625,1462.500,21.727,0.271735628480692,1459.220,21.727,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,5.904,15.823,HRTJL.jpg
1,47,IALGJ,"Ignacio Allende, Gto.","La Begoña, Gto.",Guanajuato,Gto.      ,San Miguel de Allende,Lerma Santiago Pacífico,-100.825833,20.848056,RI,R. de la Laja,Contr,1968,CONAGUA,1834.7,2.050,1833.330,241.410,1828.750,125.120,0.562835677749361,1825.600,125.120,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,70.422,54.698,IALGJ.jpg
1,148,IDFQT,"San Ildefonso, Qro.","El Tepozán, Qro.",Querétaro,Qro.      ,Amealco de Bonfil,Golfo Norte,-99.9625,20.198611,RI,R. San Juan,Libre,1942,CONAGUA,2261.93,1.870,2242.500,58.026,2239.000,47.812,0.145611980256003,2218.350,47.812,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6.962,40.850,IDFQT.jpg
1,102,INFMC,"Infiernillo, Mich.","Infiernillo, Mich.",Michoacán,Mich.     ,Arteaga,Balsas,-101.883333,18.266667,GH,R. Balsas,Contr,0,CFE,184,.800,183.200,13567.650,165.000,7872.590,0.478786015783878,148.400,7872.590,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3769.286,4103.304,INFMC.jpg
1,175,IRASO,"Ignacio R. Alatorre, Son.","Punta de Agua, Son.",Sonora,Son.      ,Guaymas,Noroeste,-110.396944,28.426389,RI,R. San Marcial o Mátape,Libre,1972,CONAGUA,105,2.290,102.710,29.690,100.000,16.160,0.0696782184797062,93.700,16.160,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.126,15.034,IRASO.jpg
1,167,IVGSL,"Valentín Gama, S.L.P.","Ojo Caliente, S.L.P.",San Luis Potosí,S.L.P.    ,Villa de Reyes,Cuencas Centrales del Norte,-100.820556,21.88,RI,R. Santa María,Libre,1970,CONAGUA,1789.55,1.450,1788.100,22.400,1783.800,9.510,0.282860140405726,1779.710,9.510,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,2.690,6.820,IVGSL.jpg
1,103,JARMC,"Jaripo, Mich.","Jaripo, Mich.",Michoacán,Mich.     ,Villamar,Lerma Santiago Pacífico,-102.601944,19.958333,RI,A. sin nombre,Libre,1951,CONAGUA,1548.5,2.200,1580.420,9.265,1578.910,6.028,0.535003317850033,1577.280,6.028,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3.225,2.803,JARMC.jpg
1,4,JCQAG,"Jocoque, Ags.","Derecha Jocoque, Ags.",Aguascalientes,Ags.      ,San José de Gracia,Lerma Santiago Pacífico,-102.356944,22.121667,RI,R. San Pedro,Libre,1929,CONAGUA,1944.95,1.550,1943.400,11.400,1942.450,10.975,0.943963520720409,1941.600,10.975,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,10.360,.615,JCQAG.jpg
1,137,JDMOX,"Presidente Benito Juárez, Oax.","Bordo Benito Juárez, Oax.",Oaxaca,Oax.      ,Santa María Jalapa del Marqués,Pacífico Sur,-95.397778,16.445556,RI,R. Tehuantepec,Libre,1961,CONAGUA,138.4,2.650,139.850,1726.747,124.250,720.317,0.527210936296103,115.620,720.317,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,379.759,340.558,JDMOX.jpg
1,156,JGRSI,"Juan Guerrero Alcocer, Sin.","Vinoramas, Sin.",Sinaloa,Sin.      ,Culiacán,Pacífico Norte,-107.059444,24.753611,RI,A. El Bledal,Libre,1994,CONAGUA,178.3,2.020,176.280,102.000,168.500,54.684,0.129251700680272,152.270,54.684,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,7.068,47.616,JGRSI.jpg
1,157,JLPSI,"José López Portillo, Sin.","Comedero, Sin.",Sinaloa,Sin.      ,Cosalá,Pacífico Norte,-106.807222,24.571667,AP/GH/RI,R. San Lorenzo,Contr,1981,CONAGUA,290,4.550,286.950,3966.170,272.160,2580.190,0.2810765873831,238.720,2580.190,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,725.231,1854.959,JLPSI.jpg
1,158,JORSI,"Josefa Ortiz de Domínguez, Sin.","El Sabino, Sin.",Sinaloa,Sin.      ,El Fuerte,Pacífico Norte,-108.7025,26.426944,AP/RI,A. Alamos,Contr,1967,CONAGUA,113.5,2.930,112.650,685.110,109.500,519.280,0.414728085040826,101.910,519.280,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,215.360,303.920,JORSI.jpg
1,30,JSBCP,"Juan Sabines, Chis.","El Portillo II o Cuxtepeques, Chis.",Chiapas,Chis.     ,La Concordia,Frontera Sur,-92.898611,15.996389,RI,R. Cuxtepeques,Libre,1981,CONAGUA,620.25,1.980,618.270,116.110,612.120,68.150,0.723228156954386,608.660,68.150,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,49.288,18.862,JSBCP.jpg
1,130,LBCNL,"Rodrigo Gómez, N.L.","La Boca, N.L.",Nuevo León,N.L.      ,Santiago,Río Bravo,-100.128056,25.428056,AP,A. La Chueca - San Juan,Contr,1961,CONAGUA,450.04,.840,449.200,42.657,447.550,35.000,0.872285714285714,446.520,35.000,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,30.530,4.470,LBCNL.jpg
1,188,LBLTP,"Derivadora Las Blancas, Tamps.","Las Blancas, Tamps.",Tamaulipas,Tamps.    ,Mier,Río Bravo,-99.233611,26.408889,RI,R. Sombreretillo,Libre,2000,CONAGUA,93.3,1.500,91.800,133.432,89.920,83.784,0.59360975842643,87.130,83.784,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,49.735,34.049,LBLTP.jpg
1,16,LBQCH,"La Boquilla, Chih.","Lago de Toronto,Chih.",Chihuahua,Chih.     ,San Francisco de Conchos,Río Bravo,-105.414167,27.544722,GH/RI,R. Conchos,Libre,1916,CONAGUA,1322,2.900,1319.100,3278.098,1317.000,2893.571,0.57726593681929,1308.500,2893.571,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1670.360,1223.211,LBQCH.jpg
1,190,LCAVC,"La Cangrejera, Ver.","La Crangrejera, Ver.",Veracruz,Ver.      ,Coatzacoalcos,Golfo Centro,-94.330833,18.109444,AP,R. Teapa,Libre,1980,CONAGUA,23.87,2.220,21.650,31.600,21.250,28.537,0.482461354853125,18.780,28.537,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,13.768,14.769,LCAVC.jpg
1,176,LCDSO,"Lázaro Cárdenas, Son.","La Angostura, Son.",Sonora,Son.      ,Nacozari de García,Noroeste,-109.378889,30.437778,RI,R. Bavispe,Libre,1942,CONAGUA,843.75,3.600,840.150,1116.460,830.700,703.380,0.93669281956596,829.500,703.380,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,658.851,44.529,LCDSO.jpg
1,56,LCLGR,"La Calera, Gro.","La Calera, Gro.",Guerrero,Gro.      ,Zirándaro,Balsas,-101.003056,18.418611,RI,R. Chiquito o El Oro,Libre,1964,CONAGUA,124.3,1.680,122.620,34.193,118.000,9.393,1.03161929096135,118.080,9.393,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,9.690,-.297,LCLGR.jpg
1,79,LCLJL,"La Colonia, Jal.","La Colonia, Jal.",Jalisco,Jal.      ,Zapotlán del Rey,Lerma Santiago Pacífico,-102.931944,20.43,RI,A. Los Sabinos,Libre,1927,CONAGUA,0,.000,103.400,6.500,103.000,5.775,0.288311688311688,101.100,5.775,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1.665,4.110,LCLJL.jpg
1,38,LCRDR,"Lázaro Cárdenas, Dgo.","El Palmito, Dgo.",Durango,Dgo.      ,Indé,Cuencas Centrales del Norte,-105.015833,25.594167,RI,R. Nazas,Contr,1946,CONAGUA,1635,3.000,1632.000,4278.541,1622.460,2957.610,0.581043477672851,1609.740,2957.610,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1718.500,1239.110,LCRDR.jpg
1,26,LDACM,"Laguna de Amela, Col.","Tecomán, Col.",Colima,Col.      ,Tecomán,Lerma Santiago Pacífico,-103.774167,18.809167,RI,Canal Bajo Amela y Dren Zanja,Libre,0,CONAGUA,10.89,3.250,7.640,41.300,7.390,38.343,0.567691625590068,5.790,38.343,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,21.767,16.576,LDACM.jpg
1,80,LDCJL,"Lago de Chapala, Jal.","Chapala, Jal.",Jalisco,Jal.      ,Chapala,Lerma Santiago Pacífico,-103.201667,20.290556,AP,R. Lerma,Libre,0,CONAGUA,0,.000,99.000,9279.710,98.000,8126.410,0.68881584857274,95.770,8126.410,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,5597.600,2528.810,LDCJL.jpg
1,159,LDCSI,"Luis Donaldo Colosio, Sin.","Huites, Sin.",Sinaloa,Sin.      ,Choix,Pacífico Norte,-108.367778,26.844722,GH,R. Fuerte,Contr,1995,CFE,290.75,.750,290.000,4568.000,274.000,3203.000,0.41642210427724,241.490,3203.000,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,1333.800,1869.200,LDCSI.jpg
1,191,LDCVC,"Canseco, Ver.","Canseco, Ver.",Veracruz,Ver.      ,Catemaco,Golfo Centro,-95.118333,18.415833,GH,R. Grande,Contr,1960,CFE,334.5,1.000,333.500,465.700,332.700,193.020,0.645528960729458,331.770,193.020,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,124.600,68.420,LDCVC.jpg
1,104,LDFMC,"Laguna del Fresno, Mich.","Laguna del Fresno, Mich.",Michoacán,Mich.     ,Maravatío,Lerma Santiago Pacífico,-100.406389,19.838056,RI,R. Cachiví,Libre,1946,CONAGUA,2059,2.000,2057.000,13.132,2055.980,10.299,0.21691426352073,2052.440,10.299,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,2.234,8.065,LDFMC.jpg
1,57,LDTGR,"Laguna de Tuxpan, Gro.","Laguna de Tuxpan, Gro.",Guerrero,Gro.      ,Iguala de la Independencia,Balsas,-99.503056,18.363333,RI,Antiguo canal de riego,Libre,1937,CONAGUA,744.75,.000,743.350,19.503,742.840,17.647,0.730662462076218,741.470,17.647,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,12.894,4.753,LDTGR.jpg
1,48,LDYGJ,"Laguna de Yuriria, Gto.","Bordo de Tavamatacheo, Gto.",Guanajuato,Gto.      ,Yuriria,Lerma Santiago Pacífico,-101.073056,20.286944,RI,R. Lerma,Contr,1550,CONAGUA,0,.000,1731.400,325.195,1730.920,278.790,0.497413824025252,1729.320,278.790,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,138.674,140.116,LDYGJ.jpg
1,23,LFGCL,"La Fragua, Coah.","La Fragua, Coah",Coahuila,Coah.     ,Jiménez,Río Bravo,-100.832222,28.82,RI,R. San Rodrigo,Libre,1993,CONAGUA,306.68,2.000,303.960,85.380,300.300,47.295,0.765725793468354,298.840,47.295,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,36.215,11.080,LFGCL.jpg
1,17,LJSCH,"Las Lajas, Chih.","Las Lajas, Chih.",Chihuahua,Chih.     ,Buenaventura,Río Bravo,-107.025833,29.88,RI,R. El Carmen o Santa Clara,Libre,1964,CONAGUA,1563.8,2.180,1561.620,106.547,1558.700,83.266,0.221951339771213,1546.260,83.266,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,18.481,64.785,LJSCH.jpg
1,140,LLAPB,"La Laguna, Hgo.","Tejocotal, Pue.",Hidalgo,Hgo.      ,Acaxochitlán,Golfo Centro,-98.128333,20.135556,RI,A. Huitzilin,Libre,1903,CONAGUA,2185,1.000,2184.500,40.638,2183.000,40.640,0.175196850393701,2175.700,40.640,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,7.120,33.520,LLAPB.jpg
1,149,LLAQT,"La Llave, Qro.","Divino Redentor, Qro.",Querétaro,Qro.      ,San Juan del Río,Golfo Norte,-99.994722,20.461944,RI,Dren Culebra,Libre,1885,CONAGUA,0,.050,1891.100,14.414,1890.000,9.312,0.0756013723405781,1887.830,9.312,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,.704,8.608,LLAQT.jpg
1,18,LLNCH,"Ing. Luis L. León, Chih.","El Granero, Chih.",Chihuahua,Chih.     ,Aldama,Río Bravo,-105.28,28.984444,RI,R. Conchos,Contr,1968,CONAGUA,1053,2.500,1050.500,832.409,1034.800,292.470,0.692002598557117,1030.400,292.470,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,202.390,90.080,LLNCH.jpg
1,39,LNRDR,"Los Naranjos, Dgo.","Los Naranjos, Dgo.",Durango,Dgo.      ,General Simón Bolívar,Cuencas Centrales del Norte,-103.306944,24.613056,RI,R. Santa Clara,Libre,1985,CONAGUA,1663,1.910,1661.090,27.390,1658.400,20.928,0.682100535168196,1654.990,20.928,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,14.275,6.653,LNRDR.jpg
1,197,LOBZC,"Manuel Felgueres, Zac.","Lobatos, Zac.",Zacatecas,Zac.      ,Valparaíso,Lerma Santiago Pacífico,-103.382778,22.845278,RI,R. Cuevecillas,Libre,1980,CONAGUA,2082.3,2.120,2080.180,9.435,2077.050,6.905,0.870383753423059,2075.730,6.905,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6.010,.895,LOBZC.jpg
1,105,LOLMC,"Los Olivos, Mich.","Los Olivos, Mich.",Michoacán,Mich.     ,Tepalcatepec,Balsas,-102.865556,19.210833,RI,Los Otates,Libre,1961,CONAGUA,423,2.000,421.000,16.271,418.000,10.262,0.365620733708428,413.000,10.262,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,3.752,6.510,LOLMC.jpg
1,141,LREPB,"Los Reyes, Hgo.","Omiltepec, Pue.",Hidalgo,Hgo.      ,Acaxochitlán,Golfo Centro,-98.131944,20.174722,RI,R. Omiltepec,Libre,1913,CONAGUA,2168.5,1.500,2167.000,29.263,2165.000,24.031,0.0915484166285215,2152.890,24.031,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,2.200,21.831,LREPB.jpg
1,198,LREZC,"Gobernador Leobardo Reynoso, Zac.","Trujillo, Zac.",Zacatecas,Zac.      ,Fresnillo,Cuencas Centrales del Norte,-103.216944,23.18,RI,R. San Francisco o Los Lazos,Libre,1946,CONAGUA,2131.85,2.320,2129.530,125.920,2127.350,95.794,0.629454871912646,2124.030,95.794,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,60.298,35.496,LREZC.jpg
1,49,MABGJ,"Mariano Abasolo, Gto.","San Antonio de Aceves, Gto.",Guanajuato,Gto.      ,Pénjamo,Lerma Santiago Pacífico,-101.931111,20.507222,RI,A. los Otates,Libre,1971,CONAGUA,1755,1.920,1753.080,23.946,1751.300,20.079,0.208177698092534,1740.720,20.079,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,4.180,15.899,MABGJ.jpg
1,31,MALCP,"Nezahualcóyotl, Chis.","Malpaso, Chis.",Chiapas,Chis.     ,Tecpatán,Frontera Sur,-93.598889,17.178611,GH,R. Grijalva o Mezcalapa,Contr,1964,CFE,192,4.000,188.000,14056.300,182.500,12373.100,0.536334467514204,161.160,12373.100,2019-06-30 00:00:00.000,30/06/2019,2019/06/30,2019,6,30,6636.120,5736.980,MALCP.jpg
